,Unnamed: 0,rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,geometry,highstreet
1143,65028,0038800001A006,E09000007,Camden,Inner London - West,2988669000,UNIT 7,TORRIANO MEWS,LONDON,NW5 2RZ,Offices (Inc Computer Centres),203,Office General,Office,200.4,50500.0,2017-04-01 00:00:00+00:00,2017,2021-03,25199.5,,,True,2017-04-01,,True,5139927,17717142.0,I,,,CR08,,529489.0,185243.0,51.5512276,-0.1337606,1,5210,E,2007-12-21,2019-07-14,2006-03-13,DUB & CO,,,,,,7.0,,,,,,,7.0,,,,,,20401381,1,,,N,osgb1000002298870735,14.0,osgb5000005151691286,0,osgb1000005441810,3,,2988669000.0,TORRIANO MEWS,,,TORRIANO MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2RZ,NW5 2RZ,S,1S,D,,E05000139,,2012-03-19,0,CO,203.0,,POINT (529490.7949392471 185243.329158635),Brecknock
1187,65116,00388007910013,E09000007,Camden,Inner London - West,83532063,79,TORRIANO AVENUE,LONDON,NW5 2SG,Shops,249,Retail High Street,Retail,59.24,13750.0,2017-04-01 00:00:00+00:00,2017,2021-03,6861.25,,,True,2017-04-01,,True,5011389,17717211.0,I,,,CR02,,529538.0,185161.0,51.5504794,-0.1330844,1,5210,E,2007-12-21,2018-12-09,2002-10-08,MARIAS TRAVEL & TOURS LTD,,,,,79A,,,,,,,,79.0,,,,,,20400388,1,,,N,osgb1000002298838374,7.0,osgb4000000030990760,3,osgb1000005440353,5,,83532063.0,TORRIANO AVENUE,,,TORRIANO AVENUE,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2SG,NW5 2SG,S,1P,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (529539.7985933271 185161.3224852186),Brecknock
1231,65160,00388008110029,E09000007,Camden,Inner London - West,106989063,GND F 81,TORRIANO AVENUE,LONDON,NW5 2SG,Shops,249,Retail High Street,Retail,30.57,14000.0,2017-04-01 00:00:00+00:00,2017,2021-03,6986.0,,,True,2017-04-01,,True,5003424,17717212.0,I,,,CR08,,529536.0,185165.0,51.5505158,-0.1331118,1,5210,E,2007-12-21,2018-11-11,2002-10-08,RITA'S HAIRDRESSERS,,,,,,81.0,,,,,,,81.0,,,,,,20400388,1,,,N,osgb1000002298878796,12.0,osgb4000000030425371,7,osgb1000005440352,5,,106989063.0,TORRIANO AVENUE,,,TORRIANO AVENUE,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2SG,NW5 2SG,S,1N,D,,E05000139,,2012-03-19,3,CS,249.0,,POINT (529537.795644725 185165.3218342796),Brecknock
1275,65204,00388009910039,E09000007,Camden,Inner London - West,106994063,BST & GND FS 99,TORRIANO AVENUE,LONDON,NW5 2RX,Public Halls,225,Other Public,,82.68,18500.0,2017-04-01 00:00:00+00:00,2017,2021-03,9231.5,TORRIANO MEETING HOUSE LIMITED,0.0,True,2010-04-01,4018.0,True,5063698,28318935.0,I,,,CR08,,529518.0,185249.0,51.5512748,-0.13334029999999994,1,5210,E,2007-12-21,2019-07-14,2002-10-08,TORRIANO MEETING HOUSE,,,,,,99.0,,,,,,,99.0,,,,,,20400388,1,,,N,osgb1000002298915797,10.0,osgb5000005151691286,0,osgb1000005439959,4,,106994063.0,TORRIANO AVENUE,,,TORRIANO AVENUE,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2RX,NW5 2RX,S,3B,D,,E05000139,,2012-03-19,1,LX,225.0,,POINT (529519.799807488 185249.3215447679),Brecknock
1319,84560,00528002325003,E09000007,Camden,Inner London - West,6288345000,THE INDUSTRY BUILDING 23-25,HAMPSHIRE STREET,LONDON,NW5 2TE,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,962.96,90500.0,2017-04-01 00:00:00+00:00,2017,2021-03,46336.0,PIRATE STUDIOS LIMITED,0.0,True,2020-04-01,365.0,True,5087820,50956340.0,I,,,CO02,,529728.0,184965.0,51.5486744,-0.13041789999999998,2,5210,E,2007-12-21,2020-06-13,2002-10-08,,,,,,,23.0,,,,,,,23.0,,25.0,,THE INDUSTRY BUILDING,,20400528,1,,,N,osgb1000002298947113,6.0,osgb4000000031228909,1,osgb1000005433929,14,,6288345000.0,HAMPSHIRE STREET,,,HAMPSHIRE STREET,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2TE,NW5 2TE,S,1F,D,,E05000139,,2012-03-19,0,IF3,96.0,,POINT (529729.7967772977 184965.3207863403),Brecknock
1363,84692,005320001A0006,E09000007,Camden,Inner London - West,99124063,1A,CAMDEN PARK ROAD,LONDON,NW1 9AU,Shops,249,Retail High Street,Retail,73.3,5700.0,2017-04-01 00:00:00+00:00,2017,2021-03,2844.3,LBC - HP010CE020,1561.54,True,2010-04-01,4018.0,True,5076474,,I,,,C,,529989.0,184643.0,51.5457206,-0.12677470000000002,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,,,,,,,,,1.0,A,,,,,20400532,1,,,N,,,osgb4000000030355280,4,osgb1000005434455,5,,99124063.0,CAMDEN PARK ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AU,,,L,,E05000131,,,0,CS,249.0,,POINT (529990.800591819 184643.3085397977),Brecknock
1407,84736,00532000300006,E09000007,Camden,Inner London - West,15000063,3,CAMDEN PARK ROAD,LONDON,NW1 9AU,Hairdressing/Beauty Salons,417,Retail High Street,Retail,47.4,7300.0,2017-04-01 00:00:00+00:00,2017,2021-03,3642.7,,,True,2017-04-01,,True,5087984,17653036.0,I,,,C,,529981.0,184648.0,51.5457674,-0.1268882,1,5210,E,2007-12-21,2018-12-09,2002-10-08,,,,,,,3.0,,,,,,,3.0,,,,,,20400532,1,,,N,osgb1000002298829949,11.0,osgb4000000030355280,4,osgb1000005434453,5,,15000063.0,CAMDEN PARK ROAD,,,CAMDEN PARK ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 9AU,NW1 9AU,S,1Z,D,,E05000131,,2012-03-19,4,CS3,417.0,,POINT (529982.7975836121 184648.3113666379),Brecknock
1539,87200,00535022500032,E09000007,Camden,Inner London - West,7999371000,UNIT 3 GND FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,17.36,3400.0,2017-04-01 00:00:00+00:00,2017,2021-03,1696.6,,,True,2017-04-01,,True,5164967,,I,,,CO01,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2012-05-05,2020-06-13,2012-05-04,,,,,,,,,,,,UNIT 3,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,7999371000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1583,87244,00535022500041,E09000007,Camden,Inner London - West,7999364000,UNIT 4 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,8.89,1775.0,2017-04-01 00:00:00+00:00,2017,2021-03,885.725,ZED ONE MUSIC LTD - DISSOLVED,88.61,True,2010-04-01,4018.0,True,5164968,,I,,,CO01,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2012-05-05,2020-06-13,2012-05-04,,,,,,,,,,,,UNIT 4,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,7999364000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1627,87288,00535022500055,E09000007,Camden,Inner London - West,7999365000,UNIT 5 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,21.42,3950.0,2017-04-01 00:00:00+00:00,2017,2021-03,1971.05,HSBC PLC,,True,2010-04-01,4018.0,True,5164969,,I,,,CO01,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2012-05-05,2020-06-13,2012-05-04,,,,,,,,,,,,UNIT 5,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,7999365000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1671,87332,00535022500063,E09000007,Camden,Inner London - West,7999368000,UNIT 6 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,13.09,2450.0,2017-04-01 00:00:00+00:00,2017,2021-03,1222.55,,,True,2017-04-01,,True,5164970,,I,,,CO01,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2012-05-05,2020-06-13,2012-05-04,,,,,,,,,,,,UNIT 6,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,7999368000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1715,87816,0053801270001B,E09000007,Camden,Inner London - West,207164000,GND F 127,CAMDEN MEWS,LONDON,NW1 9AH,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,77.6,7700.0,2017-04-01 00:00:00+00:00,2017,2021-03,3842.3,SPIRIT LEVEL CINEMA LTD,56.14,True,2011-02-01,3712.0,True,5031254,17652870.0,I,,,P,,529831.0,184921.0,51.5482553,-0.1289495,1,5210,E,2007-12-21,2015-08-23,2002-10-08,,,,,,,127.0,,,,,,,127.0,,,,,,20400538,1,,,N,osgb1000002298830418,13.0,osgb4000000030153185,3,osgb1000005433987,5,,207164000.0,CAMDEN MEWS,,,CAMDEN MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 9AH,NW1 9AH,S,1T,D,,E05000131,,2012-03-19,2,IF3,96.0,,POINT (529832.7967203981 184921.318293403),Brecknock
1759,286912,01381000100019,E09000007,Camden,Inner London - West,3452324000,1,TORRIANO MEWS,LONDON,NW5 2RZ,Offices (Inc Computer Centres),203,Office General,Office,511.2,124000.0,2017-04-01 00:00:00+00:00,2017,2021-03,63488.0,UNITED JEWISH ISRAEL APPEAL,2317.1,True,2015-12-01,1948.0,True,5088176,17717146.0,I,,,CR08,,529479.0,185259.0,51.55137360000001,-0.13389879999999998,2,5210,E,2007-12-21,2019-07-14,2002-10-08,UNITED JEWISH ISRAEL APPEAL,,,,,,1.0,,,,,,,1.0,,,,,,20401381,1,,,N,osgb1000002298882222,13.0,osgb5000005151691286,0,osgb1000005441242,4,,3452324000.0,TORRIANO MEWS,,,TORRIANO MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2RZ,NW5 2RZ,S,1T,D,,E05000139,,2012-03-19,0,CO,203.0,,POINT (529480.7995050284 185259.320529243),Brecknock
1803,286956,01381000200001,E09000007,Camden,Inner London - West,2766759000,UNIT 2,TORRIANO MEWS,LONDON,NW5 2RZ,Offices (Inc Computer Centres),203,Office General,Office,181.3,45750.0,2017-04-01 00:00:00+00:00,2017,2021-03,22829.25,REGMAR HOUSE INVESTMENTS LTD,15896.13,True,2019-07-17,624.0,True,5165022,54880225.0,I,,,CO01,,529481.0,185242.0,51.5512204,-0.13387620000000006,1,5210,E,2012-05-09,2020-10-17,2012-05-08,,,,,FLAT 1,,2.0,,,,,,,,,,,FORMER 2,,20401381,1,,,N,,,osgb5000005151691286,0,osgb1000005441809,4,,2766759000.0,TORRIANO MEWS,,,TORRIANO MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2RZ,NW5 2RZ,S,2B,D,,E05000139,,2017-08-03,0,CO,203.0,,POINT (529482.800977672 185242.3240113609),Brecknock
1837,339425,00535028210018,E09000007,Camden,Inner London - West,8533353000,BST 282,CAMDEN ROAD,LONDON,NW1 9AB,Offices (Inc Computer Centres),203,Office General,Office,39.43,4700.0,2017-04-01 00:00:00+00:00,2017,2021-03,2345.3,WRD WORLDWIDE MUSIC LTD,1263.67,True,2010-04-01,4018.0,True,5168495,,I,,,CO01,5029817.0,529817.0,184944.0,51.5484652,-0.1291428,1,5210,E,2013-04-09,2019-07-14,2013-04-09,,,,,,,,,,,,OFFICES AND PREMISES AT BASEMENT,,282.0,,,,,,20400535,1,,,,,,osgb5000005151691306,0,osgb1000005433982,6,,8533353000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AB,,,C,,E05000131,,,0,CO,203.0,,POINT (529818.7976276956 184944.3172440261),Brecknock
1869,346045,005350022510117,E09000007,Camden,Inner London - West,8794688000,BTWN UNIT 7 & UNIT 11 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,2.73,540.0,2017-04-01 00:00:00+00:00,2017,2021-03,269.46,,,True,2017-04-01,,True,5170213,,I,,,CO01,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-09-05,2013-10-23,,,,,,,,,,,,STUDIO AND PREMISES AT 1ST FLOOR,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794688000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1933,346141,00535022510071,E09000007,Camden,Inner London - West,8794673000,UNIT 7 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,23.49,4650.0,2017-04-01 00:00:00+00:00,2017,2021-03,2320.35,,,True,2017-04-01,,True,5170208,,I,,,C,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-06-13,2013-10-23,,,,,,,,,,,,UNIT 7,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794673000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1965,346173,00535022510083,E09000007,Camden,Inner London - West,8794675000,UNIT 8 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,22.11,4400.0,2017-04-01 00:00:00+00:00,2017,2021-03,2195.6,,,True,2017-04-01,,True,5170209,,I,,,C,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-09-05,2013-10-23,,,,,,,,,,,,UNIT 8,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794675000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
1997,346205,00535022510095,E09000007,Camden,Inner London - West,8794678000,UNIT 9 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,22.08,4400.0,2017-04-01 00:00:00+00:00,2017,2021-03,2195.6,,,True,2017-04-01,,True,5170210,,I,,,C,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-09-05,2013-10-23,,,,,,,,,,,,UNIT 9,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794678000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
2029,346237,00535022510106,E09000007,Camden,Inner London - West,8794681000,UNIT 10 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,9.93,1975.0,2017-04-01 00:00:00+00:00,2017,2021-03,985.525,CAMDEN ROAD STUDIOS LTD,0.0,True,2013-04-01,2922.0,True,5170211,,I,,,C,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-09-05,2013-10-23,,,,,,,,,,,,UNIT 10,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794681000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
2061,346269,00535022510114,E09000007,Camden,Inner London - West,8794683000,UNIT 11 1ST FLR 225A,CAMDEN ROAD,LONDON,NW1 9AA,Recording Studios,232,Office Serviced Office,Office,14.56,2900.0,2017-04-01 00:00:00+00:00,2017,2021-03,1447.1,,,True,2017-04-01,,True,5170212,,I,,,C,5079631.0,529771.0,184967.0,51.5486825,-0.1297973,2,5210,E,2013-10-24,2020-09-05,2013-10-23,,,,,,,,,,,,UNIT 11,,225.0,A,,,,,20400535,1,,,N,,,osgb5000005151691287,0,osgb1000005433933,4,,8794683000.0,CAMDEN ROAD,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9AA,,,C,,E05000139,,,0,CX,232.0,,POINT (529772.8014813206 184967.3214821434),Brecknock
2091,353627,00233003910012,E09000007,Camden,Inner London - West,9153260000,BST & GND FLRS 39,BRECKNOCK ROAD,LONDON,N7 0BT,Shops,249,Retail High Street,Retail,83.28,17750.0,2017-04-01 00:00:00+00:00,2017,2021-03,8857.25,SKK LTD,2017.29,True,2013-11-27,2682.0,True,5062465,15533973.0,I,,,CR08,,529709.0,185102.0,51.5499099,-0.1306413,1,5210,E,2007-12-21,2021-04-11,2002-10-08,,,,,,,39.0,,,,,,,39.0,,,,,,20400233,1,,,N,osgb1000002298948553,7.0,osgb4000000031138531,1,osgb1000005440289,4,,9153260000.0,BRECKNOCK ROAD,,,BRECKNOCK ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,N7 0BT,N7 0BT,S,1H,D,,E05000139,,2012-03-19,1,CS,249.0,,POINT (529710.7966263614 185102.317682707),Brecknock
2137,390788,00536000670012,E09000007,Camden,Inner London - West,10285574000,10,CLIFF ROAD,LONDON,NW1 9AJ,Offices (Inc Computer Centres),203,Office General,Office,120.08,29500.0,2017-04-01 00:00:00+00:00,2017,2021-03,14720.5,HAVERSTOCK ASSOCIATES LLP,62.3,True,2016-03-30,1828.0,True,5122876,17652891.0,I,,,CR08,5087794.0,529846.0,184861.0,51.5477126,-0.1287554,1,5210,E,2007-12-21,2016-06-17,2002-10-08,HAVERSTOCK ASSOCIATES,,,,,10 CLIFF ROAD STUDIOS,5.0,,,,,UNIT 10,,5.0,,,,CLIFF ROAD STUDIOS,,20400536,1,,,N,osgb1000002298830457,5.0,osgb4000000030250609,2,osgb1000005434108,4,,10285574000.0,CLIFF ROAD,,,CLIFF ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 9AN,NW1 9AN,S,2F,D,,E05000131,,2012-03-19,0,CO,203.0,,POINT (529847.7981505134 184861.3120667603),Brecknock
2157,391585,00233004710051,E09000007,Camden,Inner London - West,10856372000,GND & L GND FLRS  47,BRECKNOCK ROAD,LONDON,N7 0BT,Shops,249,Retail High Street,Retail,201.3,22500.0,2017-04-01 00:00:00+00:00,2017,2021-03,11227.5,SALVINO LTD,5494.5,True,2010-04-01,4018.0,True,5001462,15533968.0,I,,,CR08,,529696.0,185138.0,51.5502365,-0.1308154,2,5210,E,2007-12-21,2020-02-08,2002-10-08,SALVINO LTD,,,,,,47.0,,,,,,,47.0,,,,,,20400233,1,,,N,osgb1000002298837452,13.0,osgb4000000030250599,2,osgb1000005440282,4,,10856372000.0,BRECKNOCK ROAD,,,BRECKNOCK ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,N7 0BT,N7 0BT,S,1P,D,,E05000139,,2012-03-19,2,CS,249.0,,POINT (529697.7980519771 185138.3285046544),Brecknock
2176,392493,00536000500008,E09000007,Camden,Inner London - West,10992226000,8,CLIFF ROAD,LONDON,NW1 9AN,Offices (Inc Computer Centres),203,Office General,Office,31.79,12000.0,2017-04-01 00:00:00+00:00,2017,2021-03,5988.0,LYNDON GOODE ARCHITECTS LIMITED,0.0,True,2017-11-14,1234.0,True,5189800,55376724.0,I,,,CO01,5087794.0,529846.0,184861.0,51.5477126,-0.1287554,1,5210,E,2017-10-10,2020-01-04,2017-10-10,LYNDON GOODE ARCHITECTS,,,,,8 CLIFF ROAD STUDIOS,5.0,,,,,UNIT 8,,5.0,,,,CLIFF ROAD STUDIOS,,20400536,1,,,N,,,osgb4000000030250609,0,osgb1000005434108,4,,10992226000.0,CLIFF ROAD,,,CLIFF ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 9AN,NW1 9AN,S,2P,D,,E05000131,,2018-08-31,0,CO,203.0,,POINT (529847.7981505134 184861.3120667603),Brecknock
2195,394428,99063000900007,E09000007,Camden,Inner London - West,9752265000,9,HARGRAVE PLACE,LONDON,N7 0BP,Public Houses/Pub Restaurants (National Scheme),226,Retail Restaurants & Cafes,Retail,95.63,14250.0,2017-04-01 00:00:00+00:00,2017,2021-03,7110.75,WOODHAM PROPERTIES LTD,4981.62,True,2017-04-01,1461.0,True,5034886,15533940.0,I,,,CR08,,529703.0,185033.0,51.5492912,-0.1307532,1,5210,E,2007-12-21,2021-01-16,2002-10-08,,,,,,,9.0,,,,,,,9.0,,,,,,20499063,1,,,N,osgb1000002298944036,9.0,osgb4000000030355329,5,osgb1000005440405,4,,9752265000.0,HARGRAVE PLACE,,,HARGRAVE PLACE,,,,,,,,LONDON,CAMDEN,LONDON,,N7 0BP,N7 0BP,S,1B,D,,E05000139,,2012-03-19,2,CL,226.0,,POINT (529704.7967717712 185033.3173902766),Brecknock
2212,397823,99063000300001,E09000007,Camden,Inner London - West,10309918000,3,HARGRAVE PLACE,LONDON,N7 0BP,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,175.0,33250.0,2017-04-01 00:00:00+00:00,2017,2021-03,16591.75,GREAT BIG EVENTS (INTERNATIONAL) LIMITED,1791.92,True,2017-02-13,1508.0,True,5184397,54162452.0,I,,,C,,529713.0,185041.0,51.5493608,-0.1306061,1,5210,E,2016-01-28,2018-11-11,2016-01-27,,,,,,,3.0,,,,,,,3.0,,,,,,20499063,1,,,,,,osgb4000000030355329,5,osgb1000005440668,5,,10309918000.0,HARGRAVE PLACE,,,HARGRAVE PLACE,,,,,,,,LONDON,CAMDEN,LONDON,,N7 0BP,N7 0BP,S,1L,D,,E05000139,,2016-02-22,0,IF3,96.0,,POINT (529714.7976355287 185041.3178375725),Brecknock
2228,400357,00388007120003,E09000007,Camden,Inner London - West,3271493000,THE TORRIANO 71-73,TORRIANO AVENUE,LONDON,NW5 2SG,Public Houses/Pub Restaurants (National Scheme),226,Retail Restaurants & Cafes,Retail,80.3637128072445,13000.0,2017-04-01 00:00:00+00:00,2017,2021-03,6487.0,CAROUSE LONDON LTD,4146.09,True,2014-07-23,2444.0,True,5083270,17717219.0,I,,,CR06,,529546.0,185145.0,51.5503338,-0.132975,2,5210,E,2007-12-21,2015-08-23,2002-10-08,THE ROSE & CROWN,,,,,71-73,,,,,,,,71.0,,73.0,,,,20400388,1,,,N,osgb1000002298838382,14.0,osgb4000000030990760,3,osgb1000005440363,4,,3271493000.0,TORRIANO AVENUE,,,TORRIANO AVENUE,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2SG,NW5 2SG,S,1Q,D,,E05000139,,2012-03-19,2,CL,226.0,,POINT (529547.7965514909 185145.324742665),Brecknock
2244,400373,00388700220001,E09000007,Camden,Inner London - West,1564161000,TORRIANO PRIMARY SCHOOL,TORRIANO AVENUE,LONDON,NW5 2SJ,Local Authority Schools (National Scheme),159,Other Public,,678.269078138258,79000.0,2017-04-01 00:00:00+00:00,2017,2021-03,40448.0,LBC - EB251CE020,11738.31,True,2010-04-01,4018.0,True,5090649,51024294.0,I,,,CE03IS,,529559.0,185072.0,51.5496748,-0.1328145,2,5210,E,2007-12-21,2020-02-08,2002-10-08,TORRIANO PRIMARY SCHOOL,,,,,,,,,,,,,,,,,TORRIANO JUNIOR AND INFANT SCHOOL,,20400388,1,,,N,osgb1000002298949949,4.0,osgb4000000030250603,4,osgb1000005440394,6,,1564161000.0,TORRIANO AVENUE,,,TORRIANO AVENUE,,,,,,,,LONDON,CAMDEN,LONDON,,NW5 2SJ,NW5 2SJ,S,1H,D,,E05000139,,2012-03-19,0,EL,159.0,,POINT (529560.7947222025 185072.3252027946),Brecknock
2260,401141,00536000670001,E09000007,Camden,Inner London - West,11274243000,STUDIO 9 AT 6,CLIFF ROAD,LONDON,NW1 9AN,Offices (Inc Computer Centres),203,Office General,Office,126.9,33000.0,2017-04-01 00:00:00+00:00,2017,2021-03,16467.0,BALLOON ENTERTAINMENT LTD,2165.01,True,2017-01-31,1521.0,True,5191589,54756746.0,I,,,CO01,5188660.0,529847.0,184862.0,51.5477214,-0.12874059999999998,2,5210,E,2018-02-15,2018-11-11,2018-02-15,,,,,STUDIO 9,,6.0,,,,,STUDIO 9,,6.0,,,,,,20400536,1,,,,,,osgb4000000030250609,2,osgb1000005434108,4,,11274243000.0,CLIFF ROAD,,,CLIFF ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 9AN,NW1 9AN,S,2N,D,,E05000131,,2017-05-05,0,CO,203.0,,POINT (529848.7992582474 184862.3169136087),Brecknock
2348,81788,00512000023453,E09000007,Camden,Inner London - West,207748063,EX PUBLIC CONVENIENCE CORNER CAMDEN ROAD AND,ROYAL COLLEGE STREET,LONDON,NW1 9NL,Stores,268,Retail High Street,Retail,30.1,2375.0,2017-04-01 00:00:00+00:00,2017,2021-03,1185.125,ROCKSTEADY BARS LIMITED,1166.13,True,2019-04-01,731.0,True,5134945,,I,,,CC05,,529190.0,184210.0,51.5420126,-0.1384497,2,5210,E,2007-12-21,2018-12-09,2004-01-15,,,,,,,,,,,,,,,,,,FORMER WC AT JUNCTION WITH CAMDEN ROAD,,20400512,1,,,N,osgb5000000001200747,27.0,osgb4000000030250489,7,osgb5000005214337971,1,,207748063.0,ROYAL COLLEGE STREET,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 9NL,,,N,,E05000131,,,0,CW3,268.0,,POINT (529191.7844654948 184210.2980347568),Kentish
